Enunciado;Opcao_A;Opcao_B;Opcao_C;Opcao_D;Resposta_Correta
Qual é o valor de log de 4 na base 2?;2;10;6;7;A
Qual é o valor de log de 243 na base 3?;7;0;14;5;D
Qual é o valor de log de 1000 na base 10?;3;5;2;8;A
Qual é o valor de log de 125 na base 5?;3;11;14;17;A
Qual é o valor de log de 4 na base 2?;2;11;0;12;A
Qual é o valor de log de 27 na base 3?;16;2;3;4;C
Qual é o valor de log de 625 na base 5?;4;14;10;5;A
Qual é o valor de log de 32 na base 2?;0;18;15;5;D
Qual é o valor de log de 8 na base 2?;4;17;14;3;D
Qual é o valor de log de 27 na base 3?;3;11;15;16;A
Qual é o valor de log de 4 na base 2?;2;10;0;15;A
Qual é o valor de log de 25 na base 5?;7;2;5;4;B
Qual é o valor de log de 243 na base 3?;7;0;5;6;C
Qual é o valor de log de 10000 na base 10?;13;4;11;14;B
Qual é o valor de log de 8 na base 2?;3;8;2;9;A
Qual é o valor de log de 32 na base 2?;10;5;7;17;B
Qual é o valor de log de 9 na base 3?;15;3;7;2;D
Qual é o valor de log de 16 na base 2?;4;15;16;18;A
Qual é o valor de log de 625 na base 5?;17;5;4;15;C
Qual é o valor de log de 4 na base 2?;3;7;2;4;C
Qual é o valor de log de 32 na base 2?;7;5;11;13;B
Qual é o valor de log de 3125 na base 5?;5;16;8;9;A
Qual é o valor de log de 3125 na base 5?;5;14;6;2;A
Qual é o valor de log de 625 na base 5?;4;9;16;18;A
Qual é o valor de log de 1000 na base 10?;3;7;16;5;A
Qual é o valor de log de 625 na base 5?;15;12;4;13;C
Qual é o valor exato de seno(0°)?;0;1/3;√2/2;√3;A
Qual é o valor exato de cosseno(90°)?;√2/2;1/2;√3/2;0;D
Qual é o valor exato de seno(30°)?;1;√2/2;√3/2;1/2;D
Qual é o valor exato de cosseno(45°)?;0;√2/2;1;1/2;B
Qual é o valor exato de cosseno(60°)?;1;1/3;√2/2;1/2;D
Qual é o valor exato de cosseno(45°)?;1/2;0;2;√2/2;D
Qual é o valor exato de seno(90°)?;√3/2;√3;1/2;1;D
Qual é o valor exato de seno(0°)?;0;√3;1/2;√3/2;A
Qual é o valor exato de cosseno(90°)?;√2/2;√3/2;2;0;D
Qual é o valor exato de seno(90°)?;√2/2;1;1/2;0;B
Qual é o valor exato de cosseno(90°)?;0;√3/2;√2/2;√3;A
Qual é o valor exato de tangente(45°)?;√2/2;1;2;1/2;B
Qual é o valor exato de cosseno(0°)?;1;1/2;1/3;0;A
Qual é o valor exato de cosseno(60°)?;2;1/2;√3/2;1;B
Qual é o valor exato de cosseno(60°)?;√3/2;1;1/3;1/2;D
Qual é o valor exato de seno(45°)?;√3;2;√2/2;0;C
Qual é o valor exato de seno(90°)?;√3/2;1;2;1/3;B
Qual é o valor exato de cosseno(90°)?;1/2;√3;1/3;0;D
Qual é o valor exato de seno(0°)?;1/2;√2/2;0;√3;C
Qual é o valor exato de seno(45°)?;1/2;2;√2/2;√3/2;C
Qual é o valor exato de seno(0°)?;1;0;1/2;√3;B
Qual é o valor exato de seno(30°)?;0;1/3;1/2;√2/2;C
Qual é o valor exato de cosseno(90°)?;0;1;2;√2/2;A
Qual é o valor exato de cosseno(0°)?;1;2;1/2;√2/2;A
Qual é o valor exato de seno(90°)?;√3/2;√3;1;2;C
Qual é o valor exato de seno(45°)?;0;1;√2/2;2;C
Qual é o valor exato de seno(30°)?;1/2;√3/2;0;1;A
Qual é o valor exato de cosseno(0°)?;0;1;√3/2;√2/2;B
Qual é o valor exato de cosseno(45°)?;1/3;1;√2/2;√3;C
Qual é o valor exato de tangente(45°)?;√2/2;1;2;1/3;B
Qual é o valor exato de seno(90°)?;1;√2/2;√3;0;A
Qual é o valor exato de seno(45°)?;1/3;1/2;√3/2;√2/2;D
Qual é o valor exato de seno(45°)?;√2/2;1;0;√3/2;A
Qual é o valor exato de cosseno(90°)?;0;√3/2;1/3;√3;A
Qual é o valor exato de cosseno(0°)?;√3/2;√2/2;1;0;C
Qual é o valor exato de seno(30°)?;√3/2;0;1;1/2;D
Qual é o valor exato de cosseno(90°)?;1/2;0;2;√3;B
Qual é o valor exato de cosseno(0°)?;1;√2/2;√3/2;0;A
Qual é o valor exato de tangente(45°)?;1;2;1/2;1/3;A
Qual é o valor exato de cosseno(0°)?;1/2;1/3;√3/2;1;D
Qual é o valor exato de seno(90°)?;√3;0;2;1;D
Qual é o valor exato de tangente(45°)?;1;1/3;0;√2/2;A
Qual é o valor exato de cosseno(60°)?;√2/2;1/2;0;√3/2;B
Qual é o valor exato de seno(45°)?;1/2;2;√3;√2/2;D
Qual é o valor exato de seno(0°)?;1;1/3;1/2;0;D
Qual é o valor exato de cosseno(90°)?;√3;2;√2/2;0;D
Qual é o valor exato de cosseno(90°)?;√3;0;1/2;2;B
Qual é o valor exato de cosseno(0°)?;√3;0;2;1;D
Qual é o valor exato de tangente(45°)?;√2/2;1/3;0;1;D
Qual é o valor exato de seno(30°)?;√3/2;√2/2;1/2;0;C
Qual é o valor exato de seno(0°)?;0;√2/2;1/3;1;A
Qual é o valor exato de cosseno(90°)?;0;1;√2/2;2;A
Qual é o valor exato de tangente(45°)?;1;0;2;√3/2;A
Qual é o valor exato de seno(30°)?;2;1/2;1;√3;B
Qual é o valor exato de cosseno(60°)?;√3/2;1/3;1/2;1;C
Qual é o valor exato de cosseno(0°)?;1/3;2;0;1;D
Qual é o valor exato de cosseno(45°)?;√3/2;√2/2;1/3;2;B
Qual é o valor exato de cosseno(0°)?;√3;√2/2;1;1/2;C
Qual é o valor exato de tangente(45°)?;√2/2;1;2;1/3;B
Qual é o valor exato de seno(90°)?;1;√2/2;√3;1/3;A
Qual é o valor exato de tangente(45°)?;1;√3;1/2;2;A
Qual é o valor exato de cosseno(0°)?;√3;1/2;1;0;C
Qual é o valor exato de seno(0°)?;√3;1;0;√3/2;C
Qual é o valor exato de tangente(45°)?;1;√3/2;√3;√2/2;A
Qual é o valor exato de tangente(45°)?;1/3;1/2;1;√2/2;C
Qual é o valor exato de cosseno(60°)?;√3;√3/2;√2/2;1/2;D
Qual é o valor exato de seno(0°)?;0;√3;1/2;1/3;A
Qual é o valor exato de seno(30°)?;2;1/2;√3/2;1/3;B
Qual é o valor exato de cosseno(90°)?;1;√2/2;0;2;C
Qual é o valor exato de seno(45°)?;√3;√2/2;1;2;B
Qual é o valor exato de seno(30°)?;1/2;1;√3;√2/2;A
Qual é o valor exato de cosseno(60°)?;2;√2/2;1/3;1/2;D
Qual é o valor exato de cosseno(0°)?;√2/2;1/3;1;0;C
Qual é o valor exato de seno(30°)?;1/3;1/2;2;0;B
Qual é o valor exato de cosseno(60°)?;1;0;1/3;1/2;D
Qual é o valor exato de seno(0°)?;√3/2;0;1/3;√3;B
Qual é o valor exato de seno(30°)?;1/2;1;√2/2;√3;A
Qual é o valor exato de seno(0°)?;1;1/3;1/2;0;D
Qual é o valor exato de cosseno(0°)?;√2/2;√3;1/2;1;D
Qual é o valor exato de seno(0°)?;0;1/3;√3;1;A
Qual é o valor exato de cosseno(60°)?;1/2;0;1/3;√3/2;A
Qual é o valor exato de cosseno(45°)?;1/2;√3/2;√2/2;1/3;C
Qual é o valor exato de cosseno(60°)?;0;1/2;√3/2;1;B
Qual é o valor exato de cosseno(90°)?;2;√3;0;1;C
Qual é o valor exato de seno(90°)?;0;1/3;√3;1;D
Qual é o valor exato de tangente(45°)?;1/3;√3;1;1/2;C
Qual é o valor exato de seno(0°)?;√3;1;√2/2;0;D
Qual é o valor exato de cosseno(90°)?;1/3;0;2;1/2;B
Qual é o valor exato de seno(90°)?;√3/2;√2/2;1/2;1;D
Qual é o valor exato de seno(45°)?;0;2;1;√2/2;D
Qual é o valor exato de seno(0°)?;√3/2;0;1/2;1;B
Qual é o valor exato de cosseno(0°)?;√2/2;2;√3/2;1;D
Qual é o valor exato de seno(0°)?;√3;0;1/2;1/3;B
Qual é o valor exato de tangente(45°)?;1/2;1;0;√3;B
Qual é o valor exato de seno(30°)?;√3/2;√3;0;1/2;D
Qual é o valor exato de seno(30°)?;2;1/2;√2/2;0;B
Qual é o valor exato de seno(30°)?;2;1/3;√3;1/2;D
Qual é o valor exato de cosseno(45°)?;1/3;1/2;√2/2;0;C
Qual é o valor exato de cosseno(60°)?;1;√3;√2/2;1/2;D
Qual é o valor exato de cosseno(45°)?;1/2;√2/2;√3;1/3;B
Qual é o valor exato de cosseno(90°)?;1;√3;0;1/3;C
Qual é o valor exato de cosseno(90°)?;1/3;2;√3/2;0;D
Qual é o valor exato de cosseno(60°)?;1/2;√2/2;1;√3/2;A
Qual é o valor exato de cosseno(0°)?;1;√3/2;2;√2/2;A
Qual é o valor exato de cosseno(45°)?;2;1;0;√2/2;D
Qual é o valor exato de tangente(45°)?;1/3;2;1;√3;C
Qual é o valor exato de seno(90°)?;2;1/3;1;√2/2;C
Qual é o valor exato de seno(0°)?;√3/2;0;2;1;B
Qual é o valor exato de cosseno(90°)?;1;√3;√3/2;0;D
Qual é o valor exato de seno(90°)?;1/3;1;0;√2/2;B
Qual é o valor exato de tangente(45°)?;2;1;√2/2;1/2;B
Qual é o valor exato de seno(45°)?;0;2;√2/2;√3/2;C
Qual é o valor exato de cosseno(0°)?;1/3;1;√2/2;2;B
Qual é o valor exato de cosseno(0°)?;2;0;1;√3;C
Qual é o valor exato de cosseno(45°)?;1;1/3;√2/2;√3;C
Qual é o valor exato de seno(30°)?;√2/2;1/3;1/2;0;C
Qual é o valor exato de cosseno(90°)?;0;√2/2;√3;√3/2;A
Qual é o valor exato de seno(30°)?;2;√2/2;0;1/2;D
Qual é o valor exato de tangente(45°)?;0;2;1/3;1;D
Qual é o valor exato de seno(30°)?;√3;2;√3/2;1/2;D
Qual é o valor exato de seno(0°)?;0;1/2;1;1/3;A
Qual é o valor exato de seno(30°)?;1/3;1;1/2;0;C
Qual é o valor exato de tangente(45°)?;1;√3/2;1/3;0;A
Qual é o valor exato de seno(0°)?;1/3;√3;0;1/2;C
Qual é o valor exato de seno(0°)?;0;2;√3;1/3;A
Qual é o valor exato de seno(0°)?;0;√3;1/3;2;A
Qual é o valor exato de seno(0°)?;2;0;1/3;1/2;B
Qual é o valor exato de seno(30°)?;√3/2;1/2;2;1/3;B
Qual é o valor exato de tangente(45°)?;2;1;1/2;√2/2;B
Qual é o valor exato de seno(45°)?;√2/2;1/2;√3/2;1;A
Qual é o valor exato de cosseno(90°)?;1;√2/2;1/3;0;D
Qual é o valor exato de cosseno(90°)?;√3;0;1/2;√3/2;B
Qual é o valor exato de seno(90°)?;1;√3;√3/2;1/3;A
Qual é o valor exato de seno(45°)?;1;0;√2/2;√3;C
Qual é o valor exato de cosseno(0°)?;1/2;1;2;√3;B
Qual é o valor exato de seno(0°)?;1/3;√2/2;1/2;0;D
Qual é o valor exato de seno(0°)?;0;1/2;1;2;A
Qual é o valor exato de cosseno(60°)?;1/3;√3;1/2;√2/2;C
Qual é o valor exato de cosseno(60°)?;√3/2;1;1/2;2;C
Qual é o valor exato de cosseno(90°)?;2;1/3;0;√3/2;C
Qual é o valor exato de seno(0°)?;√2/2;0;1/2;1/3;B
Qual é o valor exato de tangente(45°)?;√2/2;2;1;√3/2;C
Qual é o valor exato de cosseno(60°)?;2;1/2;√2/2;√3/2;B
Qual é o valor exato de cosseno(45°)?;√3;1;2;√2/2;D
Qual é o valor exato de seno(30°)?;√3;1/2;2;0;B
Qual é o valor exato de cosseno(0°)?;√3;1/3;√3/2;1;D
Qual é o valor exato de seno(0°)?;0;2;√3/2;1/2;A
Qual é o valor exato de cosseno(45°)?;√2/2;√3/2;1/3;2;A
Qual é o valor exato de seno(90°)?;√3/2;√2/2;2;1;D
Qual é o valor exato de tangente(45°)?;1/2;√2/2;1/3;1;D
Qual é o valor exato de seno(45°)?;√3;2;0;√2/2;D
Qual é o valor exato de cosseno(90°)?;√2/2;1/2;√3/2;0;D
Qual é o valor exato de seno(45°)?;1;2;√2/2;1/3;C
Qual é o valor exato de cosseno(0°)?;√3;2;1;1/2;C
Qual é o valor exato de cosseno(0°)?;√3/2;1;1/2;0;B
Qual é o valor exato de cosseno(90°)?;1/3;√3/2;2;0;D
Qual é o valor exato de seno(0°)?;0;√3;√3/2;1/3;A
Qual é o valor exato de seno(90°)?;√3/2;1;0;2;B
Qual é o valor exato de cosseno(60°)?;1;1/3;1/2;√3/2;C
Qual é o valor exato de cosseno(45°)?;√3/2;1/2;√2/2;0;C
Qual é o valor exato de seno(0°)?;0;1/3;2;1/2;A
Qual é o valor exato de tangente(45°)?;1;0;2;√3;A
Qual é o valor exato de cosseno(0°)?;√2/2;2;1;√3;C
Qual é o valor exato de cosseno(90°)?;√2/2;0;2;√3/2;B
Qual é o valor exato de seno(45°)?;√3;1;1/2;√2/2;D
Qual é o valor exato de cosseno(0°)?;√3;1/2;√2/2;1;D
Qual é o valor exato de seno(90°)?;0;2;1/3;1;D
Qual é o valor exato de cosseno(0°)?;√3/2;1;√3;1/3;B
Qual é o valor exato de tangente(45°)?;1/2;2;√2/2;1;D
Qual é o valor exato de cosseno(45°)?;√3;√2/2;1/3;2;B
Qual é o valor exato de cosseno(0°)?;1;0;√3;1/3;A
Qual é o valor exato de cosseno(90°)?;1;√2/2;√3/2;0;D
Qual é o valor exato de seno(30°)?;1;1/2;0;1/3;B
Qual é o valor exato de cosseno(90°)?;1;1/2;√3/2;0;D
Qual é o valor exato de cosseno(45°)?;0;1/3;√2/2;1;C
Qual é o valor exato de seno(45°)?;1;2;1/3;√2/2;D
Qual é o valor exato de seno(0°)?;2;√2/2;1;0;D
Qual é o valor exato de seno(0°)?;1/2;√3;√2/2;0;D
Qual é o valor exato de tangente(45°)?;√3;1;0;1/3;B
Qual é o valor exato de tangente(45°)?;0;√3;1/2;1;D
Qual é o valor exato de tangente(45°)?;1;√2/2;1/2;√3;A
Qual é o valor exato de cosseno(90°)?;0;2;1;1/3;A
Qual é o valor exato de cosseno(0°)?;1/2;1;0;√3/2;B
Qual é o valor exato de cosseno(90°)?;1;0;2;√3/2;B
Qual é o valor exato de cosseno(0°)?;√3/2;0;√3;1;D
Qual é o valor exato de seno(30°)?;√3/2;0;1/2;1;C
Qual é o valor exato de seno(45°)?;√2/2;√3;1;√3/2;A
Qual é o valor exato de seno(45°)?;√3/2;√3;1;√2/2;D
Qual é o valor exato de seno(0°)?;2;√2/2;0;1/3;C
Qual é o valor exato de cosseno(45°)?;√3;√2/2;1/3;1/2;B
Qual é o valor exato de seno(30°)?;√2/2;1/2;1/3;1;B
Qual é o valor exato de seno(45°)?;2;0;1;√2/2;D
Qual é o valor exato de seno(0°)?;0;1/3;√3/2;2;A
Qual é o valor exato de cosseno(0°)?;2;1;√3;√3/2;B
Qual é o valor exato de seno(90°)?;1/3;√2/2;2;1;D
Qual é o valor exato de seno(90°)?;1;1/2;2;0;A
Qual é o valor exato de seno(30°)?;1/2;1/3;2;√2/2;A
Qual é o valor exato de cosseno(60°)?;1/2;1;√3;1/3;A
Qual é o valor exato de seno(45°)?;√3/2;√2/2;√3;1;B
Qual é o valor exato de tangente(45°)?;√3/2;2;1;1/2;C
